"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"GQ02"	"GQ02_01"	"GQ02_02"	"GQ02_03"	"GQ02_04"	"GQ02_05"	"GQ02_06"	"GQ02_09"	"GQ02_10"	"GQ02_07"	"GQ02_07a"	"BI01"	"BI02"	"BI04_01"	"BI05"	"BI05_01"	"BI05_02"	"BI05_03"	"BI05_04"	"BI05_05"	"BI05_06"	"BI05_07"	"BI05_08"	"BI05_09"	"BI05_10"	"BI05_11"	"BI05_12"	"BI05_13"	"BI05_14"	"BI05_15"	"BI05_16"	"BI05_17"	"BI05_18"	"BI05_19"	"BI05_20"	"BI05_21"	"BI05_22"	"BI05_23"	"BI05_24"	"BI05_27"	"BI05_25"	"BI05_25a"	"BI05_26"	"BI06_01"	"BI07"	"BI08"	"BI08_01"	"BI08_02"	"BI08_03"	"BI08_04"	"BI08_05"	"BI08_06"	"BI08_07"	"BI08_08"	"BI08_09"	"BI08_10"	"BI08_11"	"BI08_11a"	"BI08_12"	"BI09"	"BI09_01"	"BI09_01a"	"BI09_02"	"BI09_03"	"BI09_04"	"BI09_05"	"BI09_06"	"BI09_07"	"BI09_08"	"BI09_08a"	"BI10"	"BI11"	"PR01"	"PR01_01"	"PR01_02"	"PR01_03"	"PR01_04"	"PR01_05"	"PR01_05a"	"PR01_06"	"PR03"	"PR07_02"	"PR07_03"	"PR07_04"	"PR07_05"	"PR07_06"	"PR07_07"	"PR07_08"	"PR07_09"	"PR07_10"	"PR07_01"	"DS04"	"DS09"	"DS10"	"DS11"	"DS11_01"	"DS11_02"	"DS11_03"	"DS11_04"	"DS11_05"	"DS11_06"	"DS11_06a"	"DS13_01"	"DS13_02"	"DS13_03"	"DS13_04"	"DS13_05"	"DS13_06"	"DS13_07"	"DS13_08"	"DS13_09"	"DS13_10"	"DS13_11"	"DS13_12"	"DS02_01"	"DS02_02"	"DS02_03"	"DS02_04"	"DS02_05"	"DS02_06"	"NA01"	"NA01_04"	"NA02"	"NA02_06"	"NA03"	"NA04"	"NA05"	"NA05_01"	"NA05_02"	"NA05_03"	"NA05_04"	"NA05_05"	"NA05_06"	"NA05_06a"	"NA06"	"NA07"	"SP01"	"SP01_01"	"SP01_02"	"SP01_03"	"SP01_04"	"SP01_05"	"SP01_06"	"SP01_06a"	"SP01_07"	"PD01_01"	"PD02"	"PD10"	"PD04"	"PD04_07"	"PD05_01"	"PD06"	"PD06_07"	"PD06_08"	"PD07"	"PD07_06"	"PD08"	"PD09"	"PD09_01"	"PD09_02"	"PD09_03"	"PD12_01"	"FB01_01"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
753	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:17:31	3	T	T	F	F	F	F	T	F	F		1	1	0	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	0	3	1	F	F	F	F	F	F	F	F	F	F	F		T												4		1	F	F	T	F	F		F	3	5	5	2	4	1	4	4	4	1	5	1	2	4	1	F	T	F	F	F	F		2	3	6	6	6	2	4	1	4	5	5	5	1	5	5	5	4	4	3		1		1	1	3		T	T	T	F	F		3	2	1	T	F	F	F	F	F		F	58	1	1	3		32	4			5		1	3	T	T	T	"Germany"	"It would be great to have some general procedures which are consented in the brain imaging society and also clear ethical decisions for data sharing. "	28	9	5	23	87		14		24	100	14	79	17	73	26	15	16	5	62	114	613		2020-12-03 12:29:23	T	F	20	20	0	0	0.95	7
754	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:17:55	6	T	T	T	T	T	F	T	F	F		1	2																																															2	F		F	T	T	F	F	F	F		5		1	F	F	F	F	F		T	5	5	5	6	7	5	5	5	5	1	6	1	3	2	4	T	T	T	T	F	F		6	7	5	6	3	2	4	4	5	1	1	5	2	5	6	7	4	1	1		1		2	1	4		T	T	T	T	F		2	1	5	T	T	T	T	T	F		F	52	1	2	4		27	7	"Psychiatry, clinical psychology, Biology, Neurology, Cognition"		5		1	3	T	T	T	"Morocco"		9	24	18	48		46	110		24	286	137	544	29	3453	41	22	16	18	179	31	945		2020-12-03 13:41:50	T	F	20	20	2	0	0.54	4
755	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:29:52	1	T	F	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		2	F	T	T	F	F		F	5	1	2	2	1	1	1	6	6	6	6	1	2	3	1	F	F	T	F	F	F		4	6	3	3	6	3	3	4	3	5	5	5	3	5	6	6	6	3	1		1		4	1	1		T	F	F	F	F		4	2	3	T	T	T	F	F	F		F	30	2	1	5		4	1			2		1	2	T	T	F			3	5	6	11		8	18		10	76	18	57	21	51	22	14	14	9	43	18	404		2020-12-03 12:36:36	T	F	20	20	3	1	1.36	34
756	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:47:33	4	T	T	T	F	F	F	T	F	F		1	2																																															2	T	"We have a laboratory format that is excellent for our purposes"	F	F	F	F	F	F	T	"I believe that standardization has its place but all neuroimaging should not be forced into a single format"	2	1	1	F	F	T	F	F		F	2	6	3	1	6	2	4	1	2	1	6	1	4	1	0	F	F	F	F	F	F		7	7	5	2	1	1	5	1	1	1	1	1	6	4	5	2	1	2	2		1		1	1	2		T	F	F	T	F		2	3	1	F	T	F	F	F	F		F	52	1	2	1		22	9			5		1	1	T	F	F	"USA"		6	8	6	35		140	15	6	13	56	18	58	6	50	35	13	9	8	52	15	427		2020-12-03 12:56:43	T	F	20	20	3	2	1.27	25
759	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:05:09	3	T	T	F	T	F	F	F	F	F		1	2																																															3	F		F	T	T	F	T	F	F		2	3	1	F	F	F	F	F		T	4	3	5	6	2	3	5	2	2	5	6	2	4	2	2	F	F	T	F	F	T	"Patient data"	3	3	3	5	6	6	6	5	1	1	1	1	4	6	3	5	4	2	1		1		3	1	1		F	F	F	F	T	"CONN"	3	1	1	F	F	F	F	F	F		T	35	2	2	7	"Neuroscientist"	7	7	"Clinical neuroscience"		6	"recently submitted PhD"	1	1	F	F	T	"Israel"	"Very important survey!
Unfortunately I'm not sure many researchers will reply, let alone reply honestly. Mare steps need to be taken in order to heal this field from its inherent biases.."	6	11	5	7		25	13	14	8	69	21	89	45	56	30	84	10	9	134	156	584		2020-12-03 13:18:21	T	F	20	20	0	0	1.05	15
760	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:11:18	3	T	T	F	T	F	F	F	F	F		2	2																																															2	F		T	F	F	F	F	F	T	"I follow my own standard"	4		1	F	F	F	F	F		T	1	5	5	2	4	4	4	4	6	4	2	2	3	3	1	F	F	F	F	F	T	"I'm not aware of any restrictions"	4	5	2	2	2	2	5	2	4	5	5	6	5	6	6	6	2	2	1		1		1	1	3		T	T	T	F	F		3	2	2	T	T	F	F	F	F		F	59	1	1	6		30	9			9		2	2	T	T	F	"Belgium"	"I want to make clear that my resistance for preregistration comes from the fact that neuroimaging data are complex (and our understanding of the brain limited), and the research questions that we address are always against the limits of what current analysis tools are capable of doing. Consequently, getting answers to questions mostly requires fine-tuning methods, developing new approaches, bringing in other tools, etc. While this creates the risk of biasing results, this risk can easily be minimalized by openness in reporting on a study, e.g. showing that results do not depend on specific parameters and pre-processing steps, that they are selective (or not) for particular structures etc. While preregistrations imposes restriction on exploratory analysis, it also constrains the creativity that is at the basis of progress in science. And it leads to terrible papers, where to much text is spent on explaining the preregistered content and the justifications for deviating from them."	182	26	15	311		36	34		70	194	53	139	74	157	61	33	15	14	122	805	1095		2020-12-03 13:50:19	T	F	20	20	0	0	0.38	0
761	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:16:57	3	T	T	F	T	F	F	F	F	F		1	1	300	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"I am not using it specificly. but the insitute in general"	F	1	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		3	T	T	T	F	F		F	5	5	4	6	4	1	4	5	4	3	4	2	1	5	3	F	F	T	T	F	T	"It is not 'my' data "	2	5	3	2	6	3	6	4	4	2	2	6	4	7	2	2	2	2	2		1		3	1	1		T	F	F	F	F		4	2	1	T	F	F	F	F	F		F	30	2	1	6		3	9			2		6	2	T	T	F			1712	10	5	6	57		12		13	80	247	54	26	60	19	8	6	5	43	15	450		2020-12-03 13:56:35	T	F	20	20	3	1	1.25	18
762	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:22:24	3	T	T	F	F	F	F	T	F	F		1	2																																															2	F		F	F	F	F	F	T	T	"In exploratory experimental work, it is sometimes inappropriate to prematurely adopt a specific data format."	3		1	T	F	F	F	F		F	2	2	5	4	5	3	5	2	2	4	5	1	4	1	0	F	F	F	F	F	F		3	3	3	5	3	3	3	3	4	5	4	5	5	3	5	5	3	2	1		6	"CBS_Tools"	1	1	1	T	F	F	F	F	F		2	1	1	F	F	F	F	F	T	"Cogent"	F	74	1	2	4		52	6			5		6	1	T	F	F	"UK"	"Currently there are no fMRI data analysis packages that can successfully integrate high-quality individual-subject cortical structure data with high resolution functional data. In order to develop testable causal mechanistic models of brain function, such an analysis package is desperately needed."	12	17	6	17		69	11		26	72	18	68	11	58	83	16	8	14	88	189	559		2020-12-03 13:35:27	T	F	20	20	2	2	0.92	7
768	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:55:31	5	T	T	T	T	F	F	F	T	F		1	2																																															1	F		F	F	T	F	F	F	F		5		1	F	F	F	F	F		T	3	5	2	1	5	1	1	1	1	1	7	1	5	5	1	F	F	F	F	F	T	"i am allowed"	6	6	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	2		6	"we use a combination of spm12, fsl, afni, and ants"	2	1	4	T	T	T	F	T	F		3	2	1	T	F	F	F	F	F		F	45	1	2	6		25	8		"affective/translational neuroscience"	10		2	2	T	T	F	"usa"	"thanks for coordinating"	5	9	3	4		11	7		17	41	5	40	21	28	41	13	5	7	46	15	318		2020-12-03 14:00:49	T	F	20	20	0	0	1.69	40
769	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 13:55:46	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	F	F	F	F	T	"if data are in a standard format, a standard data structure is not necessary, it is limiting"	1	1	1	F	F	F	F	F		T	1	6	6	4	7	6	4	1	1	1	4	1	3	1									6	6	6	6	2	2	2	1	2	1	1	6	4	1	7	7	2	5	1		6	"custom written software in python and MATLAB"	1	1	1	T	F	F	F	F	F		1	1	1	F	F	F	F	F	T	"custom-written software in python and MATLAB"	F		1	2	4		30	8		"Neuroscience"	5		3	3	T	T	T		"Neuroimaging data are expensive and are valuable intellectual property.  No researcher should be required to share these assets for free.
Not all neuroimaging studies are push-button type replications of ""standard"" methods. Many involve custom-written software and development of new methods. Sharing data would require also freely sharing all software and methods to use the data. Why should I freely give away decades of work? "	23	9	5	22		57	17	18	27	85	20	93		50	38	15	11	26	162	155	694		2020-12-03 14:09:39	T	F	20	20	3	3	0.74	2
771	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 14:24:13	4	T	T	F	T	F	F	T	F	F		2	2																																															3	F		T	T	F	F	T	F	F		4	-9	1	F	F	T	F	F		F	3	6	7	1	5	1	1	1	7	1	1	2	1	5	4	T	T	F	T	F	T	"HIPAA and privacy rules, VA rules "	6	7	4	4	4	4	4	4	4	4	4	4	1	1	1	7	6	1	3		1		3	1	1		F	T	F	F	F		3	1	2	F	T	F	F	T	F		F	42	1	2	3		15	1			10		1	2	T	T	F			4	8	3	19		8	7	5	11	43	11	32	27	30	12	5	4	8	26	4	267		2020-12-03 14:28:40	T	F	20	20	5	3	1.97	60
773	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 15:00:13	3	T	T	F	F	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	T	F	F		F	5	5	6	1	4	1	1	4	4	1	4	1	3	3	3	F	F	T	T	T	F		7	4	6	4	1	1	2	1	4	2	2	4	4	4	5	6	3	3	1		1		1	1	1		T	F	F	F	F		3	1	1	F	T	F	F	F	F		F	47	1	2	3		20	4			8		1	1	T	F	F			103	33370	9	48		18	39		51	159	37	166	275	198	54	23	16	21	91	15	1087		2020-12-04 00:38:26	T	F	20	20	3	1	0.47	0
774	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 15:16:36	3	T	T	F	F	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	F	F		T	4	6	4	6	4	5	6	6	6	4	6	1	2	3	1	F	F	F	F	F	T	"I do not have interdictions for sharing my data"	6	5	3	3	5	3	6	2	2	5	5	3	4	5	6	3	2	3	2		2		3	1	1	T		F	F	F	F		4	2	1	F	F	F	F	F	T	"none of the above"	F	59	2	1	4		25	9			9		6	1	T	F	F			69	21	10	7		13	13		45	96	9	104	140	112	29	28	15	78	204	4	816		2020-12-03 15:33:15	T	F	20	20	3	1	0.84	12
775	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 15:22:59	1	F	F	F	T	F	F	F	F	F		1	2																																															2	T	"ascii, .set(EEGLAB format)"	F	F	F	F	F	T	F		5		1	F	T	F	F	F		F	5	2	2	1	6	1	1	1	5	1	7	1	5	1									3	2	5	2	1	1	5	1	1	1	1	7	7	3	3	1	1	1	1		6	"EEGLAB"	2	1	3	T	F	T	F	F	T	"Brainstorm, Freesurfer, MNE, MRIscope, LORETA-KEY"	3	1	1	F	F	F	F	F	T	"Custom programmed myself in C"	F	48	1	2	6		20	9			10		2	2	T	F	T	"US"	"I have been punished for pre-registration - a reviewer recommended a bigger sample size, I did that, then another reviewer recommended rejection because of ""failed preregistration"" because my sample no longer matched my original projected sample size. I am interested now in pre-registering with journals, so that such details get worked out before I collect and analyze data and I don't have some uninformed reviewer trashing my work for invalid reasons. Overall I think editorial policy in biomedical and social sciences should be ""no preregistration = no publication"", but first peer reviewers must establish realistic standards for evaluating conformity to the preregistration. "	12	12	9	38		62	16		32	67	18	59		75	83	186	10	30	72	381	583		2020-12-03 15:42:22	T	F	20	20	0	0	0.7	3
777	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 16:35:51	1	T	F	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		2	F	F	T	T	F		F	5	2	2	1	1	1	1	1	1	1	5	2	3	1									5	6	2	2	6	2	5	1	2	2	2	4	4	4	4	4	4	4	1		2		4	1	1	T		F	F	F	F		4	3	1	F	T	F	F	F	F		F	43	1	2	6		20	8		"Health psychology"	10		2	1	T	F	F	"USA"		15	12	7	28		11	11		27	47	6	32		87	38	14	8	12	57	13	425		2020-12-03 16:42:56	T	F	20	20	2	0	1.15	13
778	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 16:54:30	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	T	F	F	F	F		4		1	F	F	F	F	F		T	1	5	4	4	4	3	2	2	2	4	2	1	5	1									5	2	2	6	2	2	2	4	6	2	2	6	4	4	3	5	2	2	2		6	"Freesurfer"	1	1	3	F	T	T	T	F	F		2	2	2	T	F	T	F	F	F		F	37	1	1	6		12	9			9		1	1	T	F	F			31	11	4	7		11	10		5	55	6	43		44	30	11	7	7	50	5	337		2020-12-03 17:00:07	T	F	20	20	3	1	1.57	32
780	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 17:11:24	3	T	T	F	F	F	F	T	F	F		1	2																																															2	F		T	F	F	F	F	F	T	"Not clear about its benefit"	1	3	1	F	F	F	F	F		T	1	5	3	6	3	1	6	1	7	4	7	2	1	3	2	F	T	T	F	F	F		7	7	6	6	5	5	5	4	4	3	3	7	4	7	6	7	2	1	2		1		2	1	2		T	F	F	F	T	"Freesurfer, MRIcro"	3	2	2	T	F	T	F	F	F		F	31	1	2	6		8	9			3		1	1	T	F	F	"United States"	"For data sharing, other than to make it easy for sharing, the community also needs to think about how to let the researchers see the benefits of data sharing."	158	24	12	78		83	29	28	76	97	31	101	45	86	65	97	11	10	132	136	1033		2020-12-03 17:33:03	T	F	20	20	0	0	0.46	0
781	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 17:37:28	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	F	F	T	F	F		5		1	F	T	F	F	F		F	5	5	5	2	2	1	1	4	6	2	6	1	3	3	2	F	F	T	F	T	F		6	5	5	2	2	2	2	2	5	5	5	5	6	4	4	4	4	4	3		2		3	1	1	T		F	F	F	F		4	2	4	F	T	T	F	T	T	"jspsych"	F	35	2	2	6		6	9			3		2	1	T	F	F	"United States"		5	7	4	4		16	9		7	46	3	41	11	52	27	5	9	16	44	13	319		2020-12-03 17:42:47	T	F	20	20	2	0	1.81	47
782	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 17:43:27	4	T	T	F	T	F	F	T	F	F		1	2																																															2	F		F	F	T	F	T	F	F		4		1	F	T	F	F	F		F	3	6	7	4	5	4	6	2	2	1	2	1	4	3	1	F	F	T	F	F	F		6	7	2	5	4	4	5	2	3	4	4	6	5	6	7	7	2	2	1		1		2	2	0		F	F	F	F	F		-9	1	2	T	T	F	F	F	F		F	43	2	2	1		20	9			9		1	2	T	T	F			57	12	19	28		22	26		25	70	6	82	42	91	36	7	8	5	40	20	596		2020-12-03 17:53:23	T	F	20	20	7	5	0.99	11
783	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 18:21:00	1	T	F	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		3		1	F	F	F	F	F		T	2	6	6	4	4	4	6	2	6	4	4	1	3	3	1	F	T	F	F	F	F		7	7	6	5	3	3	6	1	6	3	3	7	2	4	5	4	3	4	1		1		3	1	1		F	F	F	F	T	"Caret"	3	3	1	F	T	F	F	F	F		F	75	1	1	3		52	9			6	"emeritus professor"	1	1	T	F	F	"Belgium"	"although I still analyse fMRI data, collected elsewhere, I am convinced that the limitations of fMRI have not been well appreciated ( only the slow brain is analysed due to the very slow HRF); invasive electrical recordings, however difficult to obtain are far more informative"	107	14	9	13		18	16		13	81	10	117	42	68	48	24	12	12	88	219	708		2020-12-03 18:36:13	T	F	20	20	0	0	0.76	1
784	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 19:36:47	5	T	T	T	F	F	F	T	T	F		2	2																																															1	F		T	F	F	F	F	F	F		3		1	F	F	F	F	F		T	4	2	5	5	2	2	2	2	2	2	2	1	5	1									2	2	2	2	6	2	5	2	5	2	2	5	2	6	4	7	2	2	2		2		1	1	1	T		F	F	F	F		1	3	1	F	T	F	F	F	F		F	66	1	2	6		40	9			5		1	2	T	T	F		"I think you need to consider different aspects of preregistration. Large data sets are often collected to support multiple analyses. I think that analyses for individual papers can be prespecified, but it would be hard to pre-specify analyses for large studies. Your questions really do make that clear, so I for example understood that you are referring to pre-registration of the entire large study, which I said I do not do. I would be glad to do the latter."	62	17	9	18		11	13		31	61	9	51		58	25	19	12	17	68	136	497		2020-12-03 19:47:06	T	F	20	20	2	1	0.88	4
785	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 20:00:30	4	T	T	F	F	T	F	T	F	F		1	1	50	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	1	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		1	F	F	F	T	F		F	4	2	2	1	3	1	2	2	5	1	2	1	2	4	3	T	F	T	F	F	T	"GDPR places extensive restrictions on sharing of data. The legal situation is still unclear and an insufficient number of court decisions are available to guide researchers."	5	5	2	2	1	1	2	1	4	4	2	6	1	1	6	7	5	1	2		1		1	1	1		F	F	T	F	F		2	2	1	F	F	F	F	F	T	"custom scripts"	F	47	1	1	4		20	6			5		5	3	T	T	T		"I think the data protection and GDPR are a major obstacle to data sharing. We need better and easier to use solutions for this. We also need more political and legal backing as researchers including exemptions for research. A particular problem is that there is no canonical interpretation of the laws/regulations available, which causes inconsistencies and in many cases an overly cautious approach. "	1595	13	3	5	67		10		6	67	10	52	58	68	20	20	15	14	69	145	535		2020-12-03 20:37:48	T	F	20	20	2	1	1.13	16
786	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 20:42:41	2	T	F	F	F	F	T	F	F	F		1	1	60	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	2	4	1	F	F	F	F	F	F	F	F	F	T	F		F												5		1	F	F	F	F	F		T	1	6	6	6	6	3	5	7	7	3	3	1	5	1	0	F	F	F	F	F	F		5	5	5	5	3	2	4	2	2	2	2	2	7	2	2	2	1	1	1		1		1	1	1		F	F	T	F	F		1	2	2	F	T	T	F	F	F		F	42	2	2	6		15	9			9		1	1	T	F	F			6	11	6	9	124		73		8	49	8	62	8	61	28	7	10	14	52	6	542		2020-12-03 20:51:43	T	F	20	20	5	3	1.46	30
787	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 22:23:00	4	T	T	F	T	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	F	F		T	2	6	6	6	6	2	6	2	3	1	1	1	2	2	2	F	T	T	F	F	F		6	6	2	5	6	2	6	1	2	2	1	6	2	3	6	6	5	2	1		1		3	1	1		F	F	F	F	T	"eeglab"	3	1	1	F	T	F	F	F	F		F	55	1	1	3		30	9			5		1	1	F	T	F	"Greece"		14	17	10	30		20	16		30	81	8	85	25	75	40	40	12	11	119	19	652		2020-12-03 22:33:52	T	F	20	20	2	0	0.81	2
788	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 22:35:00	3	T	T	F	F	F	F	T	F	F		1	1	100	1	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	T	F	F	F	F		F	3	5	4	4	5	4	4	4	5	5	5	1	4	4	3	T	T	F	F	T	F		6	6	4	4	6	3	4	6	6	3	3	3	5	4	4	5	4	3	3		1		2	1	2		T	T	F	F	F		3	2	2	F	T	F	F	T	F		F	33	1	2	6		5	1			3		2	2	T	T	F	"Australia"	"Practical guides on how to share clinical data online would be helpful"	7	11	3	5	43		9		9	38	4	39	11	33	16	6	6	8	31	25	304		2020-12-03 22:40:04	T	F	20	20	0	0	1.89	46
789	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 23:43:23	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		3		1	T	F	F	F	F		F	2	7	2	2	5	4	4	5	7	3	5	1	2	2	1	F	T	F	F	F	F		7	3	6	3	4	6	6	2	4	2	2	4	2	4	5	6	7	4	1		1		2	1	2		T	F	T	F	F		4	1	1	F	T	F	F	F	F		F	46	1	2	6		12	9			9		2	2	T	T	F			21	9	9	8		32	24		20	118	14	126	29	103	248	162	179	156	316	77	972		2020-12-04 00:10:55	T	F	20	20	3	1	0.6	3
792	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 03:33:20	3	T	T	F	F	F	F	F	T	F		1	1	100	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	3	4	2	T	F	F	F	F	T	F	F	F	F	F		F												4		1	F	F	F	F	F		T	2	5	3	5	5	3	5	3	3	5	5	1	4	3	1	F	F	F	F	F	T	"Reasons vary, but for several studies it was not allowed by the IRB"	6	5	5	4	3	1	2	4	5	2	2	4	4	5	2	6	3	3	2		1		1	1	1		T	F	F	F	F		3	2	2	T	F	F	F	T	F		F	42	1	2	7	"Biomedical informatician/scientist"	15	1			9		1	2	T	T	F		"Good luck with the study. Hopefully this will lead to more funding being made available for replication/reproducibility effort."	397	42	4	27	105		32		30	103	44	111	48	84	28	23	9	17	128	127	873		2020-12-04 03:55:59	T	F	20	20	2	1	0.59	1
794	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 06:45:20	5	T	T	F	T	T	F	T	F	F		1	1	30	1	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	2	7	7	7	6	1	4	3	6	1	4	1	5	5	3	T	T	T	F	F	F		5	5	6	5	5	1	2	1	3	4	4	4	6	7	5	5	4	1	3		1		2	1	1		F	F	T	F	F		4	2	1	F	F	T	F	F	F		F	41	1	1	6		20	9			10		2	3	T	T	T			14	12	6	7	69		4		8	102	8	79	23	64	23	12	5	12	68	23	539		2020-12-04 06:54:19	T	F	20	20	3	1	1.31	20
801	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 08:55:01	5	T	T	T	F	F	F	T	T	F		1	1	25	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	0	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	4	6	7	7	7	1	4	6	7	4	2	1	5	4	3	T	F	T	T	F	F		5	5	2	5	5	1	3	4	7	6	6	6	5	5	5	5	2	1	2		1		1	1	2		T	T	F	F	F		2	2	4	T	T	T	F	T	F		F	47	1	1	3		22	4			5		1	3	T	T	T	"Germany"		13	10	4	7	57		21		30	84	11	651	31	113	26	24	9	16	69	13	605		2020-12-04 09:14:51	T	F	20	20	2	0	0.97	8
802	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 09:33:22	2	T	T	F	F	F	F	F	F	F		1	1	60	1	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1	5	2	T	F	F	F	F	F	T	F	F	F	F		F												5		1	F	F	F	F	F		T	3	3	2	7	5	7	7	7	7	7	6	2	3	4	1	F	T	F	F	F	F		5	2	2	2	7	7	7	2	5	6	6	6	6	5	7	7	2	2	2		1		2	2										1	2	T	F	F	F	F	T	"Matlab Cogent"	F	34	2	1	2		10	6			8		2	1	T	F	F	"Germany"		175	9	5	26	67		17		36	73	35	83	20	73	43		18	16	77	28	648		2020-12-04 09:46:43	T	F	20	20	2	0	0.76	2
803	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-04 09:41:26	2	T	T	F	F	F	F	F	F	F		1	1	120	2	F	F	F	F	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	3	5	2	F	F	F	F	F	F	T	F	T	F	F		F												5		2	F	T	T	F	F		F	4	4	5	6	5	2	1	1	5	2	7	2	3	4	3	T	T	T	F	F	F		5	6	5	6	6	3	1	2	3	3	5	5	4	5	6	4	7	2	2		1		1	1	1		F	F	F	F	T	"nipype, nilearn etc."	1	2	2	F	F	F	F	T	T	"sometimes I have to fix Cogent (!) code"	F	37	1	1	4		10	9			9		2	2	T	T	F			95	7	3	6	66		12		20	69	9	63	21	67	25	34	8	49	61	9	624		2020-12-04 09:51:53	T	F	20	20	3	1	1.13	13
